POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;94;10;1:10.927;-;-;105.6;10;TAG Heuer Porsche Formula E Team;;A;;Porsche 99X Electric;HANKOOK;;;;;;;;;;3;Pascal;WEHRLEIN;;DEU;DEU;WEH;;;;;;
2;16;10;1:11.119;+0.192;+0.192;105.3;10;Envision Racing;;A;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;15;Sébastien;BUEMI;;CHE;CHE;BUE;;;;;;
3;22;9;1:11.121;+0.194;+0.002;105.3;9;Nissan Formula E Team;;A;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;5;Oliver;ROWLAND;;GBR;GBR;ROW;;;;;;
4;4;10;1:11.188;+0.261;+0.067;105.2;10;Envision Racing;;A;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;9;Robin;FRIJNS;;NLD;NLD;FRI;;;;;;
5;1;10;1:11.304;+0.377;+0.116;105.0;10;Andretti Formula E;;A;;Porsche 99X Electric;HANKOOK;;;;;;;;;;7;Jake;DENNIS;;GBR;GBR;DEN;;;;;;
6;8;9;1:11.442;+0.515;+0.138;104.8;9;NEOM McLaren Formula E Team;;A;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;13;Sam;BIRD;;GBR;GBR;BIR;;;;;;
7;21;9;1:11.487;+0.560;+0.045;104.7;9;MAHINDRA RACING;;A;;Mahindra M10Electro;HANKOOK;;;;;;;;;;21;Nyck;DE VRIES;;NLD;NLD;DEV;;;;;;
8;48;7;1:11.548;+0.621;+0.061;104.7;9;MAHINDRA RACING;;A;;Mahindra M10Electro;HANKOOK;;;;;;;;;;17;Edoardo;MORTARA;;CHE;CHE;MOR;;;;;;
9;37;9;1:11.551;+0.624;+0.003;104.7;10;Jaguar TCS Racing;;A;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;1;Nick;CASSIDY;;NZL;NZL;CAS;;;;;;
10;3;8;1:11.799;+0.872;+0.248;104.3;8;ERT Formula E Team;;A;;ERT X24;HANKOOK;;;;;;;;;;19;Sérgio;SETTE CÂMARA;;BRA;BRA;SET;;;;;;
11;5;4;1:13.888;+2.961;+2.089;101.3;5;NEOM McLaren Formula E Team;;A;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;11;Jake;HUGHES;;GBR;GBR;HUG;;;;;;
