POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;94;Classified;39;55:15.663;-;-;39;1:11.909;104.1;TAG Heuer Porsche Formula E Team;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;3;Pascal;WEHRLEIN;;DEU;DEU;WEH;;;;;;
2;9;Classified;39;55:16.280;+0.617;+0.617;38;1:11.701;104.4;Jaguar TCS Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;2;Mitch;EVANS;;NZL;NZL;EVA;;;;;;
3;16;Classified;39;55:17.120;+1.457;+0.840;38;1:11.739;104.4;Envision Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;15;Sébastien;BUEMI;;CHE;CHE;BUE;;;;;;
4;21;Classified;39;55:17.953;+2.290;+0.833;39;1:11.895;104.2;MAHINDRA RACING;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;21;Nyck;DE VRIES;;NLD;NLD;DEV;;;;;;
5;48;Classified;39;55:29.560;+13.897;+11.607;38;1:14.261;100.8;MAHINDRA RACING;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;17;Edoardo;MORTARA;;CHE;CHE;MOR;;;;;;
6;51;Classified;39;55:29.890;+14.227;+0.330;38;1:14.245;100.9;ABT CUPRA FORMULA E TEAM;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;14;Nico;MÜLLER;;CHE;CHE;MUE;;;;;;
7;37;Classified;39;55:30.388;+14.725;+0.498;37;1:12.016;104.0;Jaguar TCS Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;1;Nick;CASSIDY;;NZL;NZL;CAS;;;;;;
8;8;Classified;39;55:30.872;+15.209;+0.484;37;1:12.358;103.5;NEOM McLaren Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;13;Sam;BIRD;;GBR;GBR;BIR;;;;;;
9;2;Classified;39;55:31.457;+15.794;+0.585;37;1:12.640;103.1;DS PENSKE;;;;DS E-TENSE FE23;HANKOOK;;;;;;;;;;10;Stoffel;VANDOORNE;;BEL;BEL;VAN;;;;;;
10;17;Classified;39;55:32.178;+16.515;+0.721;37;1:13.156;102.4;Andretti Formula E;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;12;Norman;NATO;;FRA;FRA;NAT;;;;;;
11;11;Classified;39;55:32.640;+16.977;+0.462;37;1:13.295;102.2;ABT CUPRA FORMULA E TEAM;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;24;Lucas;DI GRASSI;;BRA;BRA;DIG;;;;;;
12;3;Classified;39;55:33.082;+17.419;+0.442;30;1:11.725;104.4;ERT Formula E Team;;;;ERT X24;HANKOOK;;;;;;;;;;19;Sérgio;SETTE CÂMARA;;BRA;BRA;SET;;;;;;
13;33;Classified;39;55:33.912;+18.249;+0.830;30;1:11.973;104.0;ERT Formula E Team;;;;ERT X24;HANKOOK;;;;;;;;;;18;Dan;TICKTUM;;GBR;GBR;TIC;;;;;;
14;23;Classified;39;55:34.375;+18.712;+0.463;17;1:13.662;101.7;Nissan Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;16;Sacha;FENESTRAZ;;FRA;FRA;FEN;;;;;;
15;22;Classified;39;55:36.699;+21.036;+2.324;37;1:12.772;102.9;Nissan Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;5;Oliver;ROWLAND;;GBR;GBR;ROW;;;;;;
16;1;Classified;39;55:48.849;+33.186;+12.150;38;1:14.240;100.9;Andretti Formula E;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;7;Jake;DENNIS;;GBR;GBR;DEN;;;;;;
17;25;Classified;39;56:00.862;+45.199;+12.013;39;1:12.249;103.6;DS PENSKE;;;;DS E-TENSE FE23;HANKOOK;;;;;;;;;;6;Jean-Éric;VERGNE;;FRA;FRA;JEV;;;;;;
18;18;Classified;38;55:50.107;1 Lap;1 Lap;36;1:13.354;102.1;Maserati MSG Racing;;;;Maserati Tipo Folgore;HANKOOK;;;;;;;;;;20;Jehan;DARUVALA;;IND;IND;DAR;;;;;;
;7;Not classified;33;46:54.867;;;27;1:13.136;102.4;Maserati MSG Racing;;;;Maserati Tipo Folgore;HANKOOK;;;;;;;;;;8;Maximilian;GÜNTHER;;DEU;DEU;GUE;;;;;;
;5;Not classified;10;16:19.675;;;7;1:17.139;97.1;NEOM McLaren Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;11;Jake;HUGHES;;GBR;GBR;HUG;;;;;;
;13;Not classified;6;11:47.860;;;5;1:18.378;95.5;TAG Heuer Porsche Formula E Team;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;4;António Félix;DA COSTA;;PRT;PRT;DAC;;;;;;
;4;Not classified;0;;;;0;;;Envision Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;9;Robin;FRIJNS;;NLD;NLD;FRI;;;;;;
