POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;1;Classified;37;45:56.452;-;-;36;1:11.399;125.8;Andretti Formula E;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;9;Jake;DENNIS;;GBR;GBR;DEN;;;;;;
2;25;Classified;37;46:09.741;+13.289;+13.289;30;1:12.730;123.5;DS PENSKE;;;;DS E-TENSE FE23;HANKOOK;;;;;;;;;;6;Jean-Éric;VERGNE;;FRA;FRA;JEV;;;;;;
3;37;Classified;37;46:10.276;+13.824;+0.535;27;1:12.229;124.4;Jaguar TCS Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;3;Nick;CASSIDY;;NZL;NZL;CAS;;;;;;
4;8;Classified;37;46:11.072;+14.620;+0.796;28;1:11.945;124.8;NEOM McLaren Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;14;Sam;BIRD;;GBR;GBR;BIR;;;;;;
5;9;Classified;37;46:11.626;+15.174;+0.554;32;1:12.265;124.3;Jaguar TCS Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;5;Mitch;EVANS;;NZL;NZL;EVA;;;;;;
6;17;Classified;37;46:12.113;+15.661;+0.487;25;1:12.286;124.3;Andretti Formula E;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;10;Norman;NATO;;FRA;FRA;NAT;;;;;;
7;7;Classified;37;46:12.719;+16.267;+0.606;30;1:11.647;125.4;Maserati MSG Racing;;;;Maserati Tipo Folgore;HANKOOK;;;;;;;;;;4;Maximilian;GÜNTHER;;DEU;DEU;GUE;;;;;;
8;94;Classified;37;46:12.839;+16.387;+0.120;35;1:11.612;125.4;TAG Heuer Porsche Formula E Team;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;1;Pascal;WEHRLEIN;;DEU;DEU;WEH;;;;;;
9;3;Classified;37;46:23.058;+26.606;+10.219;25;1:12.934;123.2;ERT Formula E Team;;;;ERT X24;HANKOOK;;;;;;;;;;22;Sérgio;SETTE CÂMARA;;BRA;BRA;SET;;;;;;
10;4;Classified;37;46:23.420;+26.968;+0.362;25;1:12.347;124.2;Envision Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;19;Robin;FRIJNS;;NLD;NLD;FRI;;;;;;
11;5;Classified;37;46:23.473;+27.021;+0.053;21;1:12.416;124.0;NEOM McLaren Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;7;Jake;HUGHES;;GBR;GBR;HUG;;;;;;
12;16;Classified;37;46:23.924;+27.472;+0.451;21;1:12.625;123.7;Envision Racing;;;;Jaguar I-TYPE 6;HANKOOK;;;;;;;;;;2;Sébastien;BUEMI;;CHE;CHE;BUE;;;;;;
13;22;Classified;37;46:24.425;+27.973;+0.501;36;1:12.174;124.4;Nissan Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;11;Oliver;ROWLAND;;GBR;GBR;ROW;;;;;;
14;2;Classified;37;46:24.818;+28.366;+0.393;36;1:12.243;124.3;DS PENSKE;;;;DS E-TENSE FE23;HANKOOK;;;;;;;;;;8;Stoffel;VANDOORNE;;BEL;BEL;VAN;;;;;;
15;48;Classified;37;46:25.849;+29.397;+1.031;36;1:12.705;123.5;MAHINDRA RACING;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;13;Edoardo;MORTARA;;CHE;CHE;MOR;;;;;;
16;13;Classified;37;46:26.337;+29.885;+0.488;24;1:12.733;123.5;TAG Heuer Porsche Formula E Team;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;20;António Félix;DA COSTA;;PRT;PRT;DAC;;;;;;
17;21;Classified;37;46:26.871;+30.419;+0.534;29;1:12.716;123.5;MAHINDRA RACING;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;15;Nyck;DE VRIES;;NLD;NLD;DEV;;;;;;
18;51;Classified;37;46:27.336;+30.884;+0.465;28;1:12.928;123.2;ABT CUPRA FORMULA E TEAM;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;17;Nico;MÜLLER;;CHE;CHE;MUE;;;;;;
19;11;Classified;37;46:27.640;+31.188;+0.304;31;1:12.863;123.3;ABT CUPRA FORMULA E TEAM;;;;Mahindra M10Electro;HANKOOK;;;;;;;;;;21;Lucas;DI GRASSI;;BRA;BRA;DIG;;;;;;
20;18;Classified;37;46:27.993;+31.541;+0.353;32;1:12.180;124.4;Maserati MSG Racing;;;;Maserati Tipo Folgore;HANKOOK;;;;;;;;;;16;Jehan;DARUVALA;;IND;IND;DAR;;;;;;
21;33;Classified;37;47:01.164;+1:04.712;+33.171;30;1:12.309;124.2;ERT Formula E Team;;;;ERT X24;HANKOOK;;;;;;;;;;18;Dan;TICKTUM;;GBR;GBR;TIC;;;;;;
;23;Not classified;12;26:34.585;;;7;1:12.480;123.9;Nissan Formula E Team;;;;Nissan e-4ORCE 04;HANKOOK;;;;;;;;;;12;Sacha;FENESTRAZ;;FRA;FRA;FEN;;;;;;
