POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;23;Classified;31;42:45.212;-;-;28;1:18.546;137.5;Nissan Formula E Team;;;;NISSAN e-4ORCE 05;HANKOOK;;;;;;;;;;1;Oliver;ROWLAND;;GBR;GBR;ROW;;;;;;
2;5;Classified;31;42:51.056;+5.844;+5.844;28;1:18.395;137.8;NEOM McLaren Formula E Team;;;;NISSAN e-4ORCE 05;HANKOOK;;;;;;;;;;4;Taylor;BARNARD;;GBR;GBR;BAR;;;;;;
3;55;Classified;31;42:52.067;+6.855;+1.011;28;1:18.110;138.3;Maserati MSG Racing;;;;Maserati Tipo Folgore;HANKOOK;;;;;;;;;;12;Jake;HUGHES;;GBR;GBR;HUG;;;;;;
4;27;Classified;31;42:52.426;+7.214;+0.359;18;1:18.949;136.8;Andretti Formula E;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;11;Jake;DENNIS;;GBR;GBR;DEN;;;;;;
5;37;Classified;31;42:52.699;+7.487;+0.273;18;1:19.032;136.7;Jaguar TCS Racing;;;;Jaguar I-Type 7;HANKOOK;;;;;;;;;;17;Nick;CASSIDY;;NZL;NZL;CAS;;;;;;
6;2;Classified;31;42:53.217;+8.005;+0.518;26;1:18.372;137.9;Maserati MSG Racing;;;;Maserati Tipo Folgore;HANKOOK;;;;;;;;;;13;Stoffel;VANDOORNE;;BEL;BEL;VAN;;;;;;
7;25;Classified;31;42:53.621;+8.409;+0.404;28;1:18.518;137.6;DS PENSKE;;;;DS E-TENSE FE25;HANKOOK;;;;;;;;;;8;Jean-Éric;VERGNE;;FRA;FRA;JEV;;;;;;
8;1;Classified;31;42:56.729;+11.517;+3.108;29;1:18.692;137.3;TAG Heuer Porsche Formula E Team;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;7;Pascal;WEHRLEIN;;GER;GER;WEH;;;;;;
9;33;Classified;31;43:00.122;+14.910;+3.393;27;1:18.703;137.3;Cupra Kiro;;;;Porsche 99X Electric WCG3;HANKOOK;;;;;;;;;;15;Dan;TICKTUM;;GBR;GBR;TIC;;;;;;
10;48;Classified;31;43:01.176;+15.964;+1.054;20;1:19.248;136.3;MAHINDRA RACING;;;;M11Electro;HANKOOK;;;;;;;;;;10;Edoardo;MORTARA;;SUI;SUI;MOR;;;;;;
11;51;Classified;31;43:01.496;+16.284;+0.320;23;1:19.492;135.9;Andretti Formula E;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;16;Nico;MÜLLER;;SUI;SUI;MUE;;;;;;
12;8;Classified;31;43:02.391;+17.179;+0.895;30;1:17.521;139.4;NEOM McLaren Formula E Team;;;;NISSAN e-4ORCE 05;HANKOOK;;;;;;;;;;9;Sam;BIRD;;GBR;GBR;BIR;;;;;;
13;21;Classified;31;43:06.000;+20.788;+3.609;29;1:19.045;136.7;MAHINDRA RACING;;;;M11Electro;HANKOOK;;;;;;;;;;6;Nyck;DE VRIES;;NED;NED;DEV;;;;;;
14;4;Classified;31;43:06.376;+21.164;+0.376;28;1:20.326;134.5;Envision Racing;;;;Jaguar I-Type 7;HANKOOK;;;;;;;;;;18;Robin;FRIJNS;;NED;NED;FRI;;;;;;
15;17;Classified;31;43:06.723;+21.511;+0.347;26;1:19.105;136.6;Nissan Formula E Team;;;;NISSAN e-4ORCE 05;HANKOOK;;;;;;;;;;20;Norman;NATO;;FRA;FRA;NAT;;;;;;
16;11;Classified;31;43:08.173;+22.961;+1.450;23;1:19.309;136.2;LOLA YAMAHA ABT Formula E Team;;;;Lola T001;HANKOOK;;;;;;;;;;22;Lucas;DI GRASSI;;BRA;BRA;DIG;;;;;;
17;3;Classified;31;43:16.247;+31.035;+8.074;21;1:20.592;134.1;Cupra Kiro;;;;Porsche 99X Electric WCG3;HANKOOK;;;;;;;;;;21;David;BECKMANN;;GER;GER;BEC;;;;;;
18;22;Classified;31;43:59.714;+1:14.502;+43.467;26;1:18.308;138.0;LOLA YAMAHA ABT Formula E Team;;;;Lola T001;HANKOOK;;;;;;;;;;19;Zane;MALONEY;;BAR;BAR;MAL;;;;;;
19;16;Classified;31;44:03.813;+1:18.601;+4.099;27;1:18.500;137.6;Envision Racing;;;;Jaguar I-Type 7;HANKOOK;;;;;;;;;;14;Sébastien;BUEMI;;SUI;SUI;BUE;;;;;;
;9;Not classified;22;30:50.187;;;18;1:20.490;134.2;Jaguar TCS Racing;;;;Jaguar I-Type 7;HANKOOK;;;;;;;;;;5;Mitch;EVANS;;NZL;NZL;EVA;;;;;;
;13;Not classified;1;2:21.568;;;0;;;TAG Heuer Porsche Formula E Team;;;;Porsche 99X Electric;HANKOOK;;;;;;;;;;2;António Félix;DA COSTA;;POR;POR;DAC;;;;;;
;7;Not classified;0;;;;0;;;DS PENSKE;;;;DS E-TENSE FE25;HANKOOK;;;;;;;;;;3;Maximilian;GÜNTHER;;GER;GER;GUE;;;;;;
